mininum_support,run_time(s)
0.1,4.098566293716431
0.11,3.3186450004577637
0.12,2.7153360843658447
0.13,2.3938558101654053
0.14,2.050121784210205
0.15000000000000002,1.5707521438598633
0.16000000000000003,1.3327701091766357
0.17000000000000004,0.9461538791656494
0.18000000000000005,0.7532589435577393
0.19000000000000006,0.5941019058227539
